"loss","mae","mean_q","mean_eps","episode_reward","nb_episode_steps","nb_steps","episode","duration"
"NaN","NaN","NaN","NaN","0.0","139","11309","64","0.7707948000000044"
"NaN","NaN","NaN","NaN","0.0","142","11451","65","0.7853767000000005"
"NaN","NaN","NaN","NaN","1.0","185","11636","66","1.021764900000008"
"NaN","NaN","NaN","NaN","1.0","180","11816","67","0.9971027999999933"
"NaN","NaN","NaN","NaN","0.0","137","11953","68","0.759438099999997"
"NaN","NaN","NaN","NaN","2.0","227","12180","69","1.2478155000000015"
"NaN","NaN","NaN","NaN","0.0","139","12319","70","0.7713995999999952"
"NaN","NaN","NaN","NaN","0.0","143","12462","71","0.7991527000000076"
"NaN","NaN","NaN","NaN","1.0","181","12643","72","1.0288559999999904"
"NaN","NaN","NaN","NaN","2.0","214","12857","73","1.2107502000000068"
"NaN","NaN","NaN","NaN","1.0","178","13035","74","1.021359199999992"
"NaN","NaN","NaN","NaN","3.0","262","13297","75","1.5036552999999913"
"NaN","NaN","NaN","NaN","2.0","225","13522","76","1.2707427000000138"
"NaN","NaN","NaN","NaN","0.0","141","13663","77","0.7981341999999927"
"NaN","NaN","NaN","NaN","1.0","185","13848","78","1.0386287000000038"
"NaN","NaN","NaN","NaN","1.0","173","14021","79","0.9795517000000018"
"NaN","NaN","NaN","NaN","0.0","142","14163","80","0.8177973999999892"
"NaN","NaN","NaN","NaN","1.0","174","14337","81","1.0125889999999913"
"NaN","NaN","NaN","NaN","0.0","156","14493","82","0.8828622999999993"
"NaN","NaN","NaN","NaN","0.0","131","14624","83","0.7400597000000033"
"NaN","NaN","NaN","NaN","0.0","136","14760","84","0.8016590000000008"
"NaN","NaN","NaN","NaN","1.0","154","14914","85","0.8734132000000017"
"NaN","NaN","NaN","NaN","1.0","174","15088","86","1.0092791000000005"
"NaN","NaN","NaN","NaN","0.0","133","15221","87","0.8071877999999941"
"NaN","NaN","NaN","NaN","1.0","189","15410","88","1.1657613999999938"
"NaN","NaN","NaN","NaN","0.0","144","15554","89","0.8106295000000046"
"NaN","NaN","NaN","NaN","1.0","181","15735","90","1.0141832999999991"
"NaN","NaN","NaN","NaN","0.0","139","15874","91","0.783752199999995"
"NaN","NaN","NaN","NaN","2.0","204","16078","92","1.1349388000000005"
"NaN","NaN","NaN","NaN","1.0","164","16242","93","0.9164427999999987"
"NaN","NaN","NaN","NaN","3.0","237","16479","94","1.3499979000000053"
"NaN","NaN","NaN","NaN","1.0","163","16642","95","0.942530000000005"
"NaN","NaN","NaN","NaN","1.0","165","16807","96","0.9386381999999998"
"NaN","NaN","NaN","NaN","0.0","127","16934","97","0.7352577000000053"
"NaN","NaN","NaN","NaN","1.0","175","17109","98","0.984773699999991"
"NaN","NaN","NaN","NaN","1.0","187","17296","99","1.0996211999999872"
"NaN","NaN","NaN","NaN","0.0","127","17423","100","0.761891300000002"
"NaN","NaN","NaN","NaN","2.0","208","17631","101","1.184032099999996"
"NaN","NaN","NaN","NaN","0.0","141","17772","102","0.8094358999999969"
"NaN","NaN","NaN","NaN","1.0","208","17980","103","1.1714323000000064"
"NaN","NaN","NaN","NaN","6.0","363","18343","104","2.0706374000000096"
"NaN","NaN","NaN","NaN","2.0","209","18552","105","1.196423100000004"
"NaN","NaN","NaN","NaN","0.0","140","18692","106","0.8065231000000068"
"NaN","NaN","NaN","NaN","1.0","158","18850","107","0.8940638999999919"
"NaN","NaN","NaN","NaN","0.0","129","18979","108","0.7385759999999948"
"NaN","NaN","NaN","NaN","1.0","165","19144","109","0.9285452999999961"
"NaN","NaN","NaN","NaN","0.0","150","19294","110","0.8467927000000088"
"NaN","NaN","NaN","NaN","1.0","200","19494","111","1.1233946999999915"
"NaN","NaN","NaN","NaN","0.0","135","19629","112","0.7607049000000075"
"NaN","NaN","NaN","NaN","2.0","187","19816","113","1.0537451999999945"
"NaN","NaN","NaN","NaN","0.0","129","19945","114","0.7272660999999943"
"NaN","NaN","NaN","NaN","2.0","227","20172","115","1.2930417999999975"
"NaN","NaN","NaN","NaN","0.0","130","20302","116","0.7315180999999882"
"NaN","NaN","NaN","NaN","1.0","187","20489","117","1.0476519999999994"
"NaN","NaN","NaN","NaN","2.0","215","20704","118","1.2148458000000062"
"NaN","NaN","NaN","NaN","2.0","205","20909","119","1.158428100000009"
"NaN","NaN","NaN","NaN","0.0","138","21047","120","0.7802121"
"NaN","NaN","NaN","NaN","0.0","128","21175","121","0.7225382000000025"
"NaN","NaN","NaN","NaN","0.0","143","21318","122","0.8145817999999991"
"NaN","NaN","NaN","NaN","2.0","211","21529","123","1.1836811000000012"
"NaN","NaN","NaN","NaN","0.0","146","21675","124","0.8274880999999965"
"NaN","NaN","NaN","NaN","3.0","232","21907","125","1.2995295000000056"
"NaN","NaN","NaN","NaN","2.0","205","22112","126","1.149860199999992"
"NaN","NaN","NaN","NaN","1.0","190","22302","127","1.0629484000000105"
"NaN","NaN","NaN","NaN","2.0","207","22509","128","1.1614759999999933"
"NaN","NaN","NaN","NaN","2.0","225","22734","129","1.255937799999998"
"NaN","NaN","NaN","NaN","1.0","177","22911","130","0.9955737000000227"
"NaN","NaN","NaN","NaN","0.0","130","23041","131","0.7331759999999861"
"NaN","NaN","NaN","NaN","1.0","176","23217","132","0.9864607000000092"
"NaN","NaN","NaN","NaN","3.0","256","23473","133","1.4352632000000085"
"NaN","NaN","NaN","NaN","2.0","190","23663","134","1.0677142000000117"
"NaN","NaN","NaN","NaN","0.0","135","23798","135","0.7580364000000088"
"NaN","NaN","NaN","NaN","0.0","133","23931","136","0.7532128"
"NaN","NaN","NaN","NaN","2.0","211","24142","137","1.1816180000000145"
"NaN","NaN","NaN","NaN","3.0","257","24399","138","1.4319716000000255"
"NaN","NaN","NaN","NaN","2.0","201","24600","139","1.124606099999994"
"NaN","NaN","NaN","NaN","0.0","136","24736","140","0.7655943999999977"
"NaN","NaN","NaN","NaN","2.0","207","24943","141","1.160880700000007"
"NaN","NaN","NaN","NaN","2.0","206","25149","142","1.1636789000000078"
"NaN","NaN","NaN","NaN","0.0","157","25306","143","0.8868913999999961"
"NaN","NaN","NaN","NaN","0.0","156","25462","144","0.8929089999999746"
"NaN","NaN","NaN","NaN","0.0","153","25615","145","0.9035647999999981"
"NaN","NaN","NaN","NaN","1.0","175","25790","146","0.9773327999999992"
"NaN","NaN","NaN","NaN","0.0","136","25926","147","0.7638472000000149"
"NaN","NaN","NaN","NaN","2.0","236","26162","148","1.379408600000005"
"NaN","NaN","NaN","NaN","0.0","144","26306","149","0.8763610000000028"
"NaN","NaN","NaN","NaN","0.0","137","26443","150","0.8764393000000155"
"NaN","NaN","NaN","NaN","2.0","208","26651","151","1.293574700000022"
"NaN","NaN","NaN","NaN","1.0","186","26837","152","1.0523331999999925"
"NaN","NaN","NaN","NaN","2.0","201","27038","153","1.1242948000000013"
"NaN","NaN","NaN","NaN","6.0","353","27391","154","1.9701205000000073"
"NaN","NaN","NaN","NaN","0.0","129","27520","155","0.7264634000000001"
"NaN","NaN","NaN","NaN","1.0","175","27695","156","1.0208839000000012"
"NaN","NaN","NaN","NaN","0.0","145","27840","157","0.8403405999999904"
"NaN","NaN","NaN","NaN","0.0","143","27983","158","0.8628158000000212"
"NaN","NaN","NaN","NaN","0.0","145","28128","159","0.8646771000000228"
"NaN","NaN","NaN","NaN","0.0","140","28268","160","0.810128600000013"
"NaN","NaN","NaN","NaN","0.0","135","28403","161","0.7623978999999963"
"NaN","NaN","NaN","NaN","0.0","128","28531","162","0.7352174999999761"
"NaN","NaN","NaN","NaN","2.0","211","28742","163","1.1837678999999923"
"NaN","NaN","NaN","NaN","0.0","126","28868","164","0.7144461000000035"
"NaN","NaN","NaN","NaN","2.0","206","29074","165","1.1663043000000073"
"NaN","NaN","NaN","NaN","0.0","141","29215","166","0.8039041999999768"
"NaN","NaN","NaN","NaN","0.0","131","29346","167","0.739343099999985"
"NaN","NaN","NaN","NaN","1.0","189","29535","168","1.070520799999997"
"NaN","NaN","NaN","NaN","0.0","157","29692","169","0.9123614000000089"
"NaN","NaN","NaN","NaN","0.0","139","29831","170","0.8442622999999969"
"NaN","NaN","NaN","NaN","0.0","128","29959","171","0.7790285000000097"
"NaN","NaN","NaN","NaN","1.0","194","30153","172","1.1340196999999819"
"NaN","NaN","NaN","NaN","1.0","189","30342","173","1.0951525000000117"
"NaN","NaN","NaN","NaN","2.0","196","30538","174","1.1158722999999782"
"NaN","NaN","NaN","NaN","1.0","174","30712","175","0.9826525999999944"
"NaN","NaN","NaN","NaN","1.0","193","30905","176","1.0742587999999955"
"NaN","NaN","NaN","NaN","0.0","138","31043","177","0.7740217999999857"
"NaN","NaN","NaN","NaN","0.0","138","31181","178","0.7812166999999874"
"NaN","NaN","NaN","NaN","0.0","154","31335","179","0.862655999999987"
"NaN","NaN","NaN","NaN","1.0","177","31512","180","0.9916323999999861"
"NaN","NaN","NaN","NaN","0.0","150","31662","181","0.8447369999999808"
"NaN","NaN","NaN","NaN","2.0","212","31874","182","1.1763436999999897"
"NaN","NaN","NaN","NaN","5.0","334","32208","183","1.883685700000001"
"NaN","NaN","NaN","NaN","0.0","137","32345","184","0.7664294999999868"
"NaN","NaN","NaN","NaN","2.0","235","32580","185","1.3906039999999962"
"NaN","NaN","NaN","NaN","0.0","133","32713","186","0.8645198000000107"
"NaN","NaN","NaN","NaN","1.0","184","32897","187","1.0287016999999992"
"NaN","NaN","NaN","NaN","0.0","144","33041","188","0.8398870000000045"
"NaN","NaN","NaN","NaN","0.0","145","33186","189","0.8439979999999991"
"NaN","NaN","NaN","NaN","1.0","166","33352","190","0.9337883999999974"
"NaN","NaN","NaN","NaN","1.0","185","33537","191","1.0458726999999897"
"NaN","NaN","NaN","NaN","1.0","185","33722","192","1.0421967000000052"
"NaN","NaN","NaN","NaN","3.0","217","33939","193","1.2163438999999983"
"NaN","NaN","NaN","NaN","3.0","262","34201","194","1.462669500000004"
"NaN","NaN","NaN","NaN","0.0","140","34341","195","0.7829865000000211"
"NaN","NaN","NaN","NaN","3.0","277","34618","196","1.5415188999999998"
"NaN","NaN","NaN","NaN","2.0","211","34829","197","1.1715733999999998"
"NaN","NaN","NaN","NaN","2.0","217","35046","198","1.2034413000000086"
"NaN","NaN","NaN","NaN","2.0","221","35267","199","1.2427539999999908"
"NaN","NaN","NaN","NaN","0.0","127","35394","200","0.736244599999992"
"NaN","NaN","NaN","NaN","0.0","142","35536","201","0.8570472000000109"
"NaN","NaN","NaN","NaN","0.0","129","35665","202","0.7373958999999957"
"NaN","NaN","NaN","NaN","0.0","151","35816","203","0.9239219000000105"
"NaN","NaN","NaN","NaN","1.0","177","35993","204","1.0544803999999885"
"NaN","NaN","NaN","NaN","1.0","161","36154","205","0.9332129000000009"
"NaN","NaN","NaN","NaN","1.0","181","36335","206","1.0187092000000177"
"NaN","NaN","NaN","NaN","0.0","138","36473","207","0.7806969000000095"
"NaN","NaN","NaN","NaN","2.0","212","36685","208","1.1946557999999925"
"NaN","NaN","NaN","NaN","1.0","164","36849","209","0.9217455000000143"
"NaN","NaN","NaN","NaN","2.0","210","37059","210","1.1772682000000145"
"NaN","NaN","NaN","NaN","0.0","148","37207","211","0.8360203000000013"
"NaN","NaN","NaN","NaN","0.0","144","37351","212","0.810376500000018"
"NaN","NaN","NaN","NaN","1.0","162","37513","213","0.9091131999999789"
"NaN","NaN","NaN","NaN","2.0","214","37727","214","1.1970554000000106"
"NaN","NaN","NaN","NaN","1.0","183","37910","215","1.0323488999999881"
"NaN","NaN","NaN","NaN","3.0","253","38163","216","1.4206563999999844"
"NaN","NaN","NaN","NaN","0.0","148","38311","217","0.8359879999999862"
"NaN","NaN","NaN","NaN","0.0","130","38441","218","0.7316998000000012"
"NaN","NaN","NaN","NaN","0.0","134","38575","219","0.7576152000000036"
"NaN","NaN","NaN","NaN","0.0","140","38715","220","0.7867411000000004"
"NaN","NaN","NaN","NaN","0.0","137","38852","221","0.7707731999999794"
"NaN","NaN","NaN","NaN","0.0","133","38985","222","0.7511791999999957"
"NaN","NaN","NaN","NaN","0.0","129","39114","223","0.7610516000000018"
"NaN","NaN","NaN","NaN","2.0","200","39314","224","1.148614699999996"
"NaN","NaN","NaN","NaN","0.0","136","39450","225","0.7954755000000091"
"NaN","NaN","NaN","NaN","0.0","156","39606","226","0.9462824000000012"
"NaN","NaN","NaN","NaN","0.0","137","39743","227","0.8140017000000057"
"NaN","NaN","NaN","NaN","1.0","181","39924","228","1.0534509000000014"
"NaN","NaN","NaN","NaN","2.0","199","40123","229","1.180367799999999"
"NaN","NaN","NaN","NaN","1.0","176","40299","230","1.0394869999999798"
"NaN","NaN","NaN","NaN","1.0","176","40475","231","1.0018512999999984"
"NaN","NaN","NaN","NaN","0.0","138","40613","232","0.7884097999999824"
"NaN","NaN","NaN","NaN","2.0","196","40809","233","1.1074813000000177"
"NaN","NaN","NaN","NaN","1.0","161","40970","234","0.9303854000000058"
"NaN","NaN","NaN","NaN","2.0","226","41196","235","1.2737820000000113"
"NaN","NaN","NaN","NaN","2.0","210","41406","236","1.1895288999999991"
"NaN","NaN","NaN","NaN","0.0","132","41538","237","0.7809653999999853"
"NaN","NaN","NaN","NaN","0.0","134","41672","238","0.7938541000000043"
"NaN","NaN","NaN","NaN","3.0","236","41908","239","1.3426173999999946"
"NaN","NaN","NaN","NaN","0.0","145","42053","240","0.8961527999999817"
"NaN","NaN","NaN","NaN","2.0","228","42281","241","1.324655000000007"
"NaN","NaN","NaN","NaN","0.0","133","42414","242","0.7882099000000267"
"NaN","NaN","NaN","NaN","2.0","204","42618","243","1.2080360000000212"
"NaN","NaN","NaN","NaN","1.0","237","42855","244","1.3897302000000025"
"NaN","NaN","NaN","NaN","0.0","136","42991","245","0.7806199000000049"
"NaN","NaN","NaN","NaN","0.0","136","43127","246","0.8081255999999826"
"NaN","NaN","NaN","NaN","1.0","153","43280","247","0.8968897999999967"
"NaN","NaN","NaN","NaN","1.0","155","43435","248","0.9130504999999971"
"NaN","NaN","NaN","NaN","0.0","125","43560","249","0.7355182999999954"
"NaN","NaN","NaN","NaN","0.0","147","43707","250","0.8413450999999839"
"NaN","NaN","NaN","NaN","2.0","231","43938","251","1.3166303000000141"
"NaN","NaN","NaN","NaN","0.0","132","44070","252","0.7518254000000013"
"NaN","NaN","NaN","NaN","1.0","196","44266","253","1.1123058000000015"
"NaN","NaN","NaN","NaN","0.0","141","44407","254","0.8066911999999888"
"NaN","NaN","NaN","NaN","0.0","130","44537","255","0.7419693999999879"
"NaN","NaN","NaN","NaN","4.0","291","44828","256","1.6456699000000299"
"NaN","NaN","NaN","NaN","0.0","133","44961","257","0.7578111999999919"
"NaN","NaN","NaN","NaN","0.0","145","45106","258","0.8297890000000052"
"NaN","NaN","NaN","NaN","0.0","141","45247","259","0.8009205999999836"
"NaN","NaN","NaN","NaN","4.0","292","45539","260","1.7089940000000183"
"NaN","NaN","NaN","NaN","2.0","205","45744","261","1.170219099999997"
"NaN","NaN","NaN","NaN","2.0","231","45975","262","1.305270900000039"
"NaN","NaN","NaN","NaN","0.0","135","46110","263","0.7658243000000198"
"NaN","NaN","NaN","NaN","0.0","144","46254","264","0.8180178999999725"
"NaN","NaN","NaN","NaN","0.0","134","46388","265","0.7621581000000219"
"NaN","NaN","NaN","NaN","0.0","160","46548","266","0.9076418000000217"
"NaN","NaN","NaN","NaN","1.0","162","46710","267","0.915910800000006"
"NaN","NaN","NaN","NaN","3.0","243","46953","268","1.3705596000000355"
"NaN","NaN","NaN","NaN","2.0","210","47163","269","1.1842024000000038"
"NaN","NaN","NaN","NaN","2.0","219","47382","270","1.2319009000000278"
"NaN","NaN","NaN","NaN","1.0","165","47547","271","0.9333578000000102"
"NaN","NaN","NaN","NaN","1.0","162","47709","272","0.9202958999999851"
"NaN","NaN","NaN","NaN","3.0","259","47968","273","1.4594129999999836"
"NaN","NaN","NaN","NaN","0.0","141","48109","274","0.8059899000000428"
"NaN","NaN","NaN","NaN","4.0","321","48430","275","1.8094151999999895"
"NaN","NaN","NaN","NaN","2.0","232","48662","276","1.3468273000000295"
"NaN","NaN","NaN","NaN","1.0","164","48826","277","1.0215915999999652"
"NaN","NaN","NaN","NaN","1.0","161","48987","278","0.9772561999999994"
"NaN","NaN","NaN","NaN","0.0","142","49129","279","0.8153150000000551"
"NaN","NaN","NaN","NaN","2.0","200","49329","280","1.183988099999965"
"NaN","NaN","NaN","NaN","2.0","239","49568","281","1.4226170000000025"
"NaN","NaN","NaN","NaN","0.0","135","49703","282","0.7858115999999882"
"NaN","NaN","NaN","NaN","0.0","163","49866","283","0.940035000000023"
"0.002294963227662568","0.11408390005429586","0.1829656740029653","0.9549711999999999","2.0","198","50064","284","2.4000123000000144"
"0.003337853810196666","0.12011804526790659","0.17887451388734452","0.9548595999999998","1.0","186","50250","285","4.609807900000021"
"0.002847586983130491","0.1190057150605652","0.16514035769634777","0.9547102","0.0","146","50396","286","3.8304401000000325"
"0.0038886098951372654","0.11907014141187948","0.16739368307239869","0.9545842","0.0","136","50532","287","3.577490799999964"
"0.004021352038469357","0.1208552403582467","0.16604453755749596","0.9544419999999999","1.0","177","50709","288","4.464614100000006"
"0.002583093034462973","0.11652773518401843","0.16060816410642403","0.9542673999999999","2.0","208","50917","289","5.0670796"
"0.002946179451424137","0.11810796293947431","0.16130873130427467","0.9540118000000001","6.0","361","51278","290","8.783987000000025"
"0.0028127960346303535","0.11813219050143628","0.16761315407905172","0.9537652","2.0","189","51467","291","4.74719719999996"
"0.003609930682196628","0.11921961585412154","0.1655028615448926","0.9536139999999999","0.0","146","51613","292","3.653290000000027"
"0.002638347639276617","0.11689156363718212","0.16096155857667327","0.9534898","0.0","129","51742","293","3.168458200000032"
"0.001624804869180707","0.11486543132923543","0.1601779037155211","0.9533746000000001","0.0","128","51870","294","3.180309300000033"
"0.0056532815398116195","0.12306661967720305","0.17344737563814436","0.9532539999999999","0.0","141","52011","295","3.565994699999976"
"0.001509501426656908","0.1143865940063747","0.15593704447817447","0.9530704","4.0","268","52279","296","6.647016000000008"
"0.004011312896182062","0.11802135322775159","0.16049407805715288","0.9528867999999999","0.0","139","52418","297","3.469629999999995"
"0.0032628386920250927","0.1193420492657801","0.162498364724764","0.95275","1.0","164","52582","298","4.13479940000002"
"0.0019009577335696924","0.11705641755286385","0.1588638845612021","0.9526149999999999","0.0","136","52718","299","3.357644099999959"
"0.002983077415354693","0.11764620748850016","0.16036726648990923","0.9524368","3.0","262","52980","300","6.424987499999986"
"0.0021442193796470093","0.11648608673855944","0.16225516739881263","0.9522243999999999","2.0","209","53189","301","5.1741440000000125"
"0.0019300007420764921","0.11618327064549222","0.1608649286277154","0.9520677999999999","0.0","138","53327","302","3.3503789999999753"
"0.0025358205816239892","0.11687179244514825","0.15835988089658212","0.9518823999999999","4.0","274","53601","303","6.844504599999993"
"0.003375458500499917","0.12191738490946591","0.16885199770331383","0.9517006","0.0","131","53732","304","3.2387158999999883"
"0.0040569316353607325","0.11867717759949821","0.16204497431005752","0.9515800000000001","0.0","137","53869","305","3.378213800000026"
"0.0024811441804367383","0.1180460466758201","0.15895471329751767","0.9514486000000002","1.0","155","54024","306","3.7916589999999815"
"0.0033194118267500824","0.11994432554476792","0.16693486563033527","0.9513153999999999","0.0","143","54167","307","3.511900799999978"
"0.0009323998579288052","0.11346993157092262","0.15749466638354695","0.9511893999999999","0.0","135","54302","308","3.3158176000000026"
"0.00286439132907938","0.11803383467828527","0.1634539948666797","0.951067","0.0","138","54440","309","3.387990000000002"
"0.0016424757786808186","0.11584727720103481","0.15851265090433034","0.9509266000000001","1.0","174","54614","310","4.296464600000036"
"0.0036838255565170485","0.12346606469816632","0.16919723053773245","0.9507664000000001","1.0","182","54796","311","4.5040892999999755"
"0.001755635544153907","0.11766399230275836","0.16180162164536152","0.9505216","5.0","362","55158","312","8.849640500000021"
"0.000213047409540325","0.11180145272186824","0.15161600751536233","0.9502948","0.0","141","55299","313","3.408502800000008"
"0.00290790815201677","0.12720910591237686","0.1747230953153442","0.9501706000000001","0.0","137","55436","314","3.3890934000000357"
"0.00159707027167413","0.11653231164893589","0.1581140841181214","0.9500428000000001","0.0","146","55582","315","3.6469840999999974"
"0.001315463247717869","0.11909232930176789","0.16538864995042482","0.9499114","0.0","145","55727","316","3.5793204999999944"
"0.0008903114202687654","0.11832619851285761","0.15865962776270778","0.9497476000000002","2.0","218","55945","317","5.374846000000048"
"0.002013761000264768","0.1177377400591093","0.15830110933850794","0.9495873999999999","0.0","138","56083","318","3.34664429999998"
"0.0010008802393447075","0.11557999980158923","0.15725785602883594","0.9494524000000002","1.0","163","56246","319","4.088393599999961"
"0.0017797520208782894","0.11829856521374471","0.16268090541298325","0.949312","0.0","147","56393","320","3.6426111000000105"
"0.0002961823196355475","0.11486023688127124","0.154758587243065","0.9491320000000001","3.0","254","56647","321","6.486591100000055"
"0.0006306081121131094","0.11589449161992353","0.15592015841427972","0.9489574","0.0","135","56782","322","3.2901570999999876"
"0.0024308532370331554","0.11891122439572978","0.16187833526799844","0.9488188000000001","1.0","172","56954","323","4.171694400000035"
"0.0006025410833899514","0.11334544803415025","0.15425154439040592","0.9486784","0.0","140","57094","324","3.40967390000003"
"0.000724826098233104","0.11532540462518993","0.15453106766207175","0.9485128000000002","2.0","228","57322","325","5.577644200000009"
"0.0012277689961024407","0.11640471662394702","0.15876292018219829","0.9483526000000002","0.0","129","57451","326","3.1170790000000466"
"0.0007947880108076788","0.11415532384725179","0.15273437473703833","0.9482337999999999","0.0","136","57587","327","3.335154999999986"
"0.001126500578206071","0.11713586185338362","0.15868811534260804","0.9480771999999997","2.0","212","57799","328","5.141554199999973"
"0.0006187789056529061","0.11332225460897792","0.1519326942436623","0.9479224","0.0","132","57931","329","3.2496031000000016"
"0.00048247123220010376","0.11443592639906065","0.15373731681278774","0.9477369999999999","3.0","281","58212","330","6.97851559999998"
"0.0011892582854053607","0.11470145359635353","0.15580070125205175","0.9475102000000001","2.0","221","58433","331","5.407568499999968"
"0.0014248340574264755","0.11922137046025859","0.16404163713256517","0.9473446","0.0","144","58577","332","3.486440000000016"
"0.000755646421801044","0.11747623212409741","0.15859720517288556","0.9472204000000001","0.0","135","58712","333","3.3343805999999745"
"0.001161975406300068","0.11606694157752726","0.1586840550104777","0.9470961999999999","0.0","141","58853","334","3.4850485999999705"
"0.0011530315744039399","0.11588855623267591","0.1575818401761353","0.9469738","0.0","128","58981","335","3.147397699999999"
"0.0013929969847197299","0.12000984093174338","0.16360008250921965","0.9468586","0.0","131","59112","336","3.324108200000012"
"0.0007312195701092176","0.11893971306535434","0.1602051466141107","0.9467056","2.0","210","59322","337","5.142702999999983"
"0.0012300197390613316","0.11557597042091432","0.15625750057158933","0.9464985999999999","2.0","248","59570","338","6.03439179999998"
